Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET0024191,ORD0251426,P001147,2025-08-31 21:38:28,Wrong Item Delivered,176.99,Approved
RET0024192,ORD0251434,P000895,2025-08-31 21:41:13,Wrong Item Delivered,127.1,Approved
RET0024193,ORD0251444,P001567,2025-09-02 21:43:55,Damaged in Transit,104.19,Approved
RET0024194,ORD0251464,P002151,2025-09-01 21:48:26,Wrong Item Delivered,40.61,Approved
RET0024195,ORD0251471,P000494,2025-08-31 21:51:07,Quality/Freshness Issue,23.0,Approved
RET0024196,ORD0251512,P001845,2025-08-31 22:14:57,Damaged in Transit,63.64,Approved
RET0024197,ORD0251523,P001067,2025-09-02 22:28:20,Damaged in Transit,613.36,Approved
RET0024198,ORD0251528,P002290,2025-08-31 22:33:30,Damaged in Transit,21.74,Approved
RET0024199,ORD0251553,P001075,2025-08-31 22:56:20,Damaged in Transit,81.28,Approved
RET0024200,ORD0251583,P000848,2025-09-03 23:33:26,Quality/Freshness Issue,175.56,Approved
RET0024201,ORD0251605,P001606,2025-08-31 23:54:59,Damaged in Transit,428.08,Approved
RET0024202,ORD0251623,P001763,2025-09-04 06:41:08,Damaged in Transit,60.81,Approved
RET0024203,ORD0251643,P000099,2025-09-01 07:26:25,Damaged in Transit,102.47,Approved
RET0024204,ORD0251648,P001608,2025-09-01 07:47:07,Not as Expected,36.65,Approved
RET0024205,ORD0251679,P001024,2025-09-01 08:31:39,Quality/Freshness Issue,100.14,Approved
RET0024206,ORD0251682,P002148,2025-09-01 08:36:56,Wrong Item Delivered,40.85,Approved
RET0024207,ORD0251682,P002170,2025-09-01 08:36:56,Damaged in Transit,0.0,Rejected
RET0024208,ORD0251699,P000180,2025-09-01 08:55:27,Damaged in Transit,104.12,Approved
RET0024209,ORD0251707,P000201,2025-09-01 09:06:48,Quality/Freshness Issue,67.35,Approved
RET0024210,ORD0251708,P002084,2025-09-01 09:08:06,Damaged in Transit,685.12,Approved
RET0024211,ORD0251734,P000568,2025-09-01 09:34:00,Damaged in Transit,29.22,Approved
RET0024212,ORD0251741,P000042,2025-09-02 09:40:50,Damaged in Transit,38.25,Approved
RET0024213,ORD0251742,P000903,2025-09-01 09:45:11,Not as Expected,42.25,Approved
RET0024214,ORD0251756,P001827,2025-09-01 10:05:49,Wrong Item Delivered,335.74,Approved
RET0024215,ORD0251775,P002306,2025-09-01 10:27:26,Damaged in Transit,81.2,Approved
RET0024216,ORD0251783,P001208,2025-09-01 10:40:32,Expired Product,0.0,Rejected
RET0024217,ORD0251798,P001308,2025-09-02 11:12:52,Not as Expected,128.26,Approved
RET0024218,ORD0251814,P001397,2025-09-01 11:31:57,Damaged in Transit,0.0,Pending
RET0024219,ORD0251826,P001405,2025-09-01 11:37:33,Expired Product,85.1,Approved
RET0024220,ORD0251836,P001697,2025-09-02 11:44:05,Wrong Item Delivered,128.55,Approved
RET0024221,ORD0251849,P001775,2025-09-01 11:58:00,Wrong Item Delivered,35.25,Approved
RET0024222,ORD0251869,P000458,2025-09-01 12:05:37,Damaged in Transit,32.57,Approved
RET0024223,ORD0251872,P001861,2025-09-03 12:07:49,Damaged in Transit,227.8,Approved
RET0024224,ORD0251874,P002228,2025-09-01 12:08:24,Wrong Item Delivered,0.0,Rejected
RET0024225,ORD0251876,P001597,2025-09-01 12:08:33,Quality/Freshness Issue,28.35,Approved
RET0024226,ORD0251877,P002310,2025-09-03 12:10:42,Quality/Freshness Issue,148.24,Approved
RET0024227,ORD0251886,P000689,2025-09-01 12:16:43,Damaged in Transit,43.92,Approved
RET0024228,ORD0251906,P001870,2025-09-02 12:22:41,Expired Product,11.19,Approved
RET0024229,ORD0251924,P001552,2025-09-01 12:32:12,Damaged in Transit,43.99,Approved
RET0024230,ORD0251930,P001101,2025-09-01 12:35:16,Wrong Item Delivered,39.73,Approved
RET0024231,ORD0251937,P001323,2025-09-01 12:38:49,Damaged in Transit,45.7,Approved
RET0024232,ORD0251943,P001258,2025-09-01 12:40:18,Expired Product,0.0,Rejected
RET0024233,ORD0251946,P002068,2025-09-01 12:41:50,Damaged in Transit,0.0,Rejected
RET0024234,ORD0251956,P000752,2025-09-01 12:48:05,Damaged in Transit,32.07,Approved
RET0024235,ORD0251965,P000674,2025-09-04 12:54:09,Damaged in Transit,765.38,Approved
RET0024236,ORD0251977,P000716,2025-09-01 13:01:52,Damaged in Transit,20.58,Approved
RET0024237,ORD0251985,P001213,2025-09-04 13:05:14,Quality/Freshness Issue,0.0,Rejected
RET0024238,ORD0251986,P001566,2025-09-03 13:05:22,Wrong Item Delivered,0.0,Rejected
RET0024239,ORD0252035,P001872,2025-09-02 13:27:26,Damaged in Transit,63.96,Approved
RET0024240,ORD0252042,P001644,2025-09-01 13:30:43,Quality/Freshness Issue,25.99,Approved
RET0024241,ORD0252059,P001629,2025-09-02 13:38:10,Expired Product,293.11,Approved
RET0024242,ORD0252062,P000590,2025-09-04 13:38:24,Quality/Freshness Issue,183.31,Approved
RET0024243,ORD0252100,P001879,2025-09-01 13:52:42,Damaged in Transit,251.09,Approved
RET0024244,ORD0252129,P000935,2025-09-02 14:04:04,Not as Expected,34.11,Approved
RET0024245,ORD0252139,P001882,2025-09-01 14:10:05,Not as Expected,55.69,Approved
RET0024246,ORD0252141,P000047,2025-09-01 14:10:48,Expired Product,9.02,Approved
RET0024247,ORD0252179,P001734,2025-09-02 14:33:15,Quality/Freshness Issue,214.35,Approved
RET0024248,ORD0252186,P001113,2025-09-01 14:35:23,Damaged in Transit,14.24,Approved
RET0024249,ORD0252202,P002269,2025-09-02 14:41:06,Wrong Item Delivered,31.48,Approved
RET0024250,ORD0252213,P001808,2025-09-01 14:45:24,Quality/Freshness Issue,290.61,Approved
RET0024251,ORD0252227,P001819,2025-09-01 14:53:09,Damaged in Transit,117.01,Approved
RET0024252,ORD0252238,P001833,2025-09-02 14:58:32,Wrong Item Delivered,384.87,Approved
RET0024253,ORD0252240,P001917,2025-09-02 14:58:58,Damaged in Transit,628.77,Approved
RET0024254,ORD0252264,P000241,2025-09-03 15:44:00,Quality/Freshness Issue,665.86,Approved
RET0024255,ORD0252281,P000224,2025-09-01 16:15:21,Expired Product,106.86,Approved
RET0024256,ORD0252286,P001930,2025-09-02 16:27:37,Quality/Freshness Issue,23.64,Approved
RET0024257,ORD0252297,P001127,2025-09-02 16:40:20,Quality/Freshness Issue,332.99,Approved
RET0024258,ORD0252315,P000433,2025-09-01 17:09:44,Damaged in Transit,36.61,Approved
RET0024259,ORD0252325,P000450,2025-09-02 17:23:11,Wrong Item Delivered,154.56,Approved
RET0024260,ORD0252339,P000282,2025-09-02 17:44:02,Damaged in Transit,25.85,Approved
RET0024261,ORD0252343,P002177,2025-09-02 17:53:06,Damaged in Transit,163.59,Approved
RET0024262,ORD0252370,P001130,2025-09-04 18:09:24,Wrong Item Delivered,139.06,Approved
RET0024263,ORD0252382,P001930,2025-09-02 18:12:11,Quality/Freshness Issue,19.42,Approved
RET0024264,ORD0252415,P001871,2025-09-01 18:29:15,Quality/Freshness Issue,47.32,Approved
RET0024265,ORD0252421,P000736,2025-09-01 18:32:30,Wrong Item Delivered,169.32,Approved
RET0024266,ORD0252442,P000852,2025-09-01 18:41:43,Damaged in Transit,87.56,Approved
RET0024267,ORD0252443,P001839,2025-09-03 18:42:09,Wrong Item Delivered,156.74,Approved
RET0024268,ORD0252446,P000014,2025-09-01 18:43:12,Damaged in Transit,155.54,Approved
RET0024269,ORD0252477,P000376,2025-09-01 18:55:32,Damaged in Transit,60.84,Approved
RET0024270,ORD0252477,P000419,2025-09-02 18:55:32,Expired Product,18.95,Approved
RET0024271,ORD0252489,P000558,2025-09-02 18:59:14,Damaged in Transit,111.99,Approved
RET0024272,ORD0252493,P002014,2025-09-01 19:00:47,Damaged in Transit,113.29,Approved
RET0024273,ORD0252506,P000170,2025-09-03 19:06:15,Wrong Item Delivered,40.68,Approved
RET0024274,ORD0252513,P002278,2025-09-01 19:07:52,Expired Product,202.4,Approved
RET0024275,ORD0252523,P000083,2025-09-01 19:10:10,Wrong Item Delivered,181.56,Approved
RET0024276,ORD0252528,P001385,2025-09-01 19:11:41,Expired Product,52.46,Approved
RET0024277,ORD0252562,P000539,2025-09-01 19:24:39,Quality/Freshness Issue,100.1,Approved
RET0024278,ORD0252568,P000849,2025-09-01 19:28:10,Wrong Item Delivered,33.84,Approved
RET0024279,ORD0252595,P001521,2025-09-01 19:39:19,Damaged in Transit,132.88,Approved
RET0024280,ORD0252605,P001836,2025-09-01 19:43:12,Quality/Freshness Issue,53.96,Approved
RET0024281,ORD0252631,P001986,2025-09-01 19:51:30,Wrong Item Delivered,0.0,Rejected
RET0024282,ORD0252634,P000443,2025-09-01 19:52:09,Quality/Freshness Issue,652.26,Approved
RET0024283,ORD0252635,P000412,2025-09-01 19:52:38,Wrong Item Delivered,249.06,Approved
RET0024284,ORD0252652,P001897,2025-09-01 19:59:53,Wrong Item Delivered,20.65,Approved
RET0024285,ORD0252655,P000355,2025-09-01 20:00:08,Damaged in Transit,80.19,Approved
RET0024286,ORD0252668,P001872,2025-09-01 20:04:52,Quality/Freshness Issue,181.22,Approved
RET0024287,ORD0252684,P001914,2025-09-01 20:10:09,Wrong Item Delivered,0.0,Rejected
RET0024288,ORD0252696,P000839,2025-09-01 20:16:23,Expired Product,335.01,Approved
RET0024289,ORD0252716,P002272,2025-09-01 20:23:47,Damaged in Transit,9.11,Approved
RET0024290,ORD0252740,P001751,2025-09-01 20:30:40,Quality/Freshness Issue,11.82,Approved
RET0024291,ORD0252741,P000933,2025-09-02 20:30:43,Expired Product,48.79,Approved
RET0024292,ORD0252750,P000150,2025-09-02 20:35:47,Quality/Freshness Issue,42.61,Approved
RET0024293,ORD0252767,P001653,2025-09-01 20:41:26,Damaged in Transit,240.69,Approved
RET0024294,ORD0252786,P001313,2025-09-01 20:47:03,Wrong Item Delivered,158.05,Approved
RET0024295,ORD0252786,P000216,2025-09-02 20:47:03,Expired Product,64.36,Approved
RET0024296,ORD0252792,P000988,2025-09-01 20:47:49,Quality/Freshness Issue,191.35,Approved
RET0024297,ORD0252837,P001224,2025-09-01 21:04:45,Damaged in Transit,22.49,Approved
RET0024298,ORD0252860,P000246,2025-09-01 21:14:57,Wrong Item Delivered,0.0,Pending
RET0024299,ORD0252882,P000841,2025-09-01 21:25:15,Wrong Item Delivered,33.47,Approved
RET0024300,ORD0252886,P000469,2025-09-01 21:26:42,Damaged in Transit,140.71,Approved
RET0024301,ORD0252901,P000788,2025-09-01 21:31:40,Quality/Freshness Issue,34.46,Approved
RET0024302,ORD0252903,P001240,2025-09-01 21:32:48,Damaged in Transit,162.63,Approved
RET0024303,ORD0252906,P002226,2025-09-01 21:34:23,Quality/Freshness Issue,41.89,Approved
RET0024304,ORD0252907,P000884,2025-09-01 21:34:35,Damaged in Transit,150.11,Approved
RET0024305,ORD0252914,P000335,2025-09-01 21:37:23,Not as Expected,0.0,Rejected
RET0024306,ORD0252924,P002170,2025-09-02 21:43:11,Damaged in Transit,21.51,Approved
RET0024307,ORD0252930,P000192,2025-09-01 21:45:26,Not as Expected,503.5,Approved
RET0024308,ORD0252938,P000823,2025-09-01 21:48:28,Expired Product,60.59,Approved
RET0024309,ORD0252957,P001701,2025-09-02 21:56:26,Not as Expected,20.75,Approved
RET0024310,ORD0252978,P001620,2025-09-02 22:15:32,Damaged in Transit,249.49,Approved
RET0024311,ORD0253006,P001743,2025-09-01 22:41:24,Damaged in Transit,0.0,Rejected
RET0024312,ORD0253006,P000734,2025-09-01 22:41:24,Quality/Freshness Issue,45.06,Approved
RET0024313,ORD0253016,P001475,2025-09-02 22:49:36,Expired Product,53.3,Approved
RET0024314,ORD0253025,P002181,2025-09-01 23:02:13,Damaged in Transit,43.21,Approved
RET0024315,ORD0253026,P001760,2025-09-02 23:03:19,Damaged in Transit,156.72,Approved
RET0024316,ORD0253039,P001391,2025-09-01 23:20:29,Wrong Item Delivered,75.98,Approved
RET0024317,ORD0253042,P001296,2025-09-01 23:24:13,Damaged in Transit,42.65,Approved
RET0024318,ORD0253053,P001247,2025-09-02 23:46:33,Damaged in Transit,8.7,Approved
RET0024319,ORD0253055,P000829,2025-09-03 23:49:22,Wrong Item Delivered,63.39,Approved
RET0024320,ORD0253065,P000410,2025-09-02 06:06:12,Wrong Item Delivered,86.36,Approved
RET0024321,ORD0253067,P000858,2025-09-02 06:08:52,Damaged in Transit,0.0,Pending
RET0024322,ORD0253075,P000752,2025-09-02 06:33:39,Wrong Item Delivered,33.6,Approved
RET0024323,ORD0253162,P000822,2025-09-02 08:57:19,Expired Product,47.03,Approved
RET0024324,ORD0253163,P000793,2025-09-03 08:57:31,Damaged in Transit,408.18,Approved
RET0024325,ORD0253164,P001190,2025-09-02 09:03:09,Wrong Item Delivered,128.76,Approved
RET0024326,ORD0253179,P000836,2025-09-02 09:15:15,Wrong Item Delivered,0.0,Rejected
RET0024327,ORD0253183,P000394,2025-09-02 09:17:12,Not as Expected,24.98,Approved
RET0024328,ORD0253196,P001790,2025-09-02 09:39:36,Damaged in Transit,34.98,Approved
RET0024329,ORD0253199,P000568,2025-09-02 09:51:06,Damaged in Transit,31.86,Approved
RET0024330,ORD0253206,P001195,2025-09-02 09:55:41,Wrong Item Delivered,30.02,Approved
RET0024331,ORD0253214,P001870,2025-09-02 10:03:01,Damaged in Transit,9.58,Approved
RET0024332,ORD0253221,P001743,2025-09-02 10:12:01,Quality/Freshness Issue,237.3,Approved
RET0024333,ORD0253233,P001481,2025-09-02 10:38:37,Wrong Item Delivered,274.71,Approved
RET0024334,ORD0253250,P000564,2025-09-02 10:56:32,Quality/Freshness Issue,91.49,Approved
RET0024335,ORD0253259,P000769,2025-09-02 11:02:01,Expired Product,222.98,Approved
RET0024336,ORD0253263,P000093,2025-09-03 11:03:43,Quality/Freshness Issue,97.18,Approved
RET0024337,ORD0253272,P001709,2025-09-03 11:14:19,Damaged in Transit,9.39,Approved
RET0024338,ORD0253275,P000889,2025-09-05 11:15:55,Damaged in Transit,106.69,Approved
RET0024339,ORD0253285,P002200,2025-09-02 11:26:49,Damaged in Transit,339.25,Approved
RET0024340,ORD0253315,P000088,2025-09-03 11:55:22,Quality/Freshness Issue,57.51,Approved
RET0024341,ORD0253315,P000274,2025-09-03 11:55:22,Expired Product,189.44,Approved
RET0024342,ORD0253317,P001298,2025-09-02 11:55:37,Quality/Freshness Issue,344.07,Approved
RET0024343,ORD0253318,P001247,2025-09-02 11:55:38,Quality/Freshness Issue,14.38,Approved
RET0024344,ORD0253329,P001739,2025-09-04 12:00:41,Quality/Freshness Issue,0.0,Rejected
RET0024345,ORD0253344,P001664,2025-09-02 12:10:56,Quality/Freshness Issue,30.36,Approved
RET0024346,ORD0253346,P000750,2025-09-02 12:12:27,Damaged in Transit,206.94,Approved
RET0024347,ORD0253357,P000598,2025-09-03 12:23:20,Expired Product,161.12,Approved
RET0024348,ORD0253368,P000665,2025-09-03 12:32:13,Wrong Item Delivered,0.0,Pending
RET0024349,ORD0253375,P000088,2025-09-02 12:33:35,Expired Product,46.97,Approved
RET0024350,ORD0253378,P000664,2025-09-02 12:34:44,Damaged in Transit,17.88,Approved
RET0024351,ORD0253383,P001316,2025-09-03 12:38:36,Expired Product,23.68,Approved
RET0024352,ORD0253390,P001672,2025-09-02 12:41:12,Damaged in Transit,146.65,Approved
RET0024353,ORD0253403,P001868,2025-09-02 12:48:27,Damaged in Transit,29.79,Approved
RET0024354,ORD0253404,P001707,2025-09-02 12:49:28,Not as Expected,30.15,Approved
RET0024355,ORD0253404,P001871,2025-09-02 12:49:28,Damaged in Transit,18.88,Approved
RET0024356,ORD0253430,P002052,2025-09-02 13:04:45,Not as Expected,188.18,Approved
RET0024357,ORD0253438,P001740,2025-09-04 13:08:36,Damaged in Transit,660.38,Approved
RET0024358,ORD0253443,P000448,2025-09-02 13:11:05,Damaged in Transit,0.0,Rejected
RET0024359,ORD0253472,P001302,2025-09-02 13:24:18,Expired Product,298.32,Approved
RET0024360,ORD0253488,P001045,2025-09-02 13:33:06,Quality/Freshness Issue,27.2,Approved
RET0024361,ORD0253502,P001640,2025-09-02 13:37:30,Wrong Item Delivered,39.43,Approved
RET0024362,ORD0253546,P001794,2025-09-03 13:49:22,Quality/Freshness Issue,106.25,Approved
RET0024363,ORD0253567,P002116,2025-09-02 14:00:02,Damaged in Transit,66.52,Approved
RET0024364,ORD0253571,P000074,2025-09-02 14:01:05,Damaged in Transit,0.0,Pending
RET0024365,ORD0253576,P001416,2025-09-02 14:03:19,Quality/Freshness Issue,0.0,Rejected
RET0024366,ORD0253601,P002064,2025-09-02 14:18:02,Quality/Freshness Issue,195.45,Approved
RET0024367,ORD0253604,P000417,2025-09-02 14:19:59,Damaged in Transit,214.36,Approved
RET0024368,ORD0253614,P001607,2025-09-02 14:24:23,Damaged in Transit,87.37,Approved
RET0024369,ORD0253616,P000433,2025-09-02 14:24:55,Quality/Freshness Issue,26.15,Approved
RET0024370,ORD0253648,P000393,2025-09-03 14:40:12,Expired Product,43.15,Approved
RET0024371,ORD0253670,P001125,2025-09-03 14:50:36,Quality/Freshness Issue,0.0,Rejected
RET0024372,ORD0253671,P000884,2025-09-02 14:50:51,Wrong Item Delivered,0.0,Pending
RET0024373,ORD0253676,P000494,2025-09-02 14:54:01,Expired Product,29.19,Approved
RET0024374,ORD0253677,P001567,2025-09-02 14:55:05,Damaged in Transit,82.27,Approved
RET0024375,ORD0253684,P001085,2025-09-03 15:03:35,Not as Expected,300.64,Approved
RET0024376,ORD0253686,P001277,2025-09-02 15:10:22,Not as Expected,200.25,Approved
RET0024377,ORD0253692,P000045,2025-09-02 15:15:31,Wrong Item Delivered,0.0,Pending
RET0024378,ORD0253699,P000810,2025-09-03 15:31:04,Wrong Item Delivered,578.82,Approved
RET0024379,ORD0253702,P001318,2025-09-02 15:34:17,Wrong Item Delivered,207.12,Approved
RET0024380,ORD0253714,P000075,2025-09-02 15:56:31,Wrong Item Delivered,148.03,Approved
RET0024381,ORD0253749,P002053,2025-09-03 17:07:26,Damaged in Transit,71.12,Approved
RET0024382,ORD0253751,P001022,2025-09-02 17:08:50,Damaged in Transit,318.2,Approved
RET0024383,ORD0253752,P000318,2025-09-02 17:08:53,Wrong Item Delivered,0.0,Rejected
RET0024384,ORD0253762,P000417,2025-09-03 17:22:46,Quality/Freshness Issue,323.68,Approved
RET0024385,ORD0253773,P002224,2025-09-03 17:37:47,Damaged in Transit,166.01,Approved
RET0024386,ORD0253781,P000530,2025-09-02 17:47:08,Damaged in Transit,0.0,Pending
RET0024387,ORD0253796,P001970,2025-09-02 18:01:43,Damaged in Transit,204.23,Approved
RET0024388,ORD0253797,P001979,2025-09-02 18:01:50,Quality/Freshness Issue,21.62,Approved
RET0024389,ORD0253815,P001073,2025-09-02 18:13:09,Expired Product,53.11,Approved
RET0024390,ORD0253817,P000937,2025-09-03 18:13:32,Expired Product,89.84,Approved
RET0024391,ORD0253819,P000556,2025-09-02 18:16:02,Damaged in Transit,82.2,Approved
RET0024392,ORD0253825,P000891,2025-09-02 18:17:22,Quality/Freshness Issue,149.36,Approved
RET0024393,ORD0253830,P000263,2025-09-02 18:18:48,Damaged in Transit,112.41,Approved
RET0024394,ORD0253840,P002035,2025-09-02 18:21:47,Not as Expected,81.74,Approved
RET0024395,ORD0253861,P001229,2025-09-02 18:28:55,Damaged in Transit,17.24,Approved
RET0024396,ORD0253939,P000945,2025-09-02 19:03:40,Damaged in Transit,203.91,Approved
RET0024397,ORD0253951,P001303,2025-09-03 19:06:15,Quality/Freshness Issue,16.55,Approved
RET0024398,ORD0253954,P002304,2025-09-03 19:07:20,Wrong Item Delivered,283.27,Approved
RET0024399,ORD0253961,P001092,2025-09-03 19:10:07,Expired Product,189.83,Approved
RET0024400,ORD0253975,P002186,2025-09-02 19:14:39,Wrong Item Delivered,258.64,Approved
RET0024401,ORD0253992,P001695,2025-09-02 19:22:11,Expired Product,24.71,Approved
RET0024402,ORD0254003,P000566,2025-09-02 19:23:15,Expired Product,0.0,Pending
RET0024403,ORD0254026,P001997,2025-09-02 19:33:17,Wrong Item Delivered,60.33,Approved
RET0024404,ORD0254064,P000723,2025-09-02 19:46:21,Damaged in Transit,0.0,Rejected
RET0024405,ORD0254098,P002288,2025-09-04 19:57:23,Damaged in Transit,104.43,Approved
RET0024406,ORD0254099,P000605,2025-09-02 19:57:31,Expired Product,0.0,Pending
RET0024407,ORD0254104,P000975,2025-09-02 19:58:49,Damaged in Transit,13.1,Approved
RET0024408,ORD0254104,P000687,2025-09-02 19:58:49,Expired Product,169.7,Approved
RET0024409,ORD0254105,P001302,2025-09-03 19:59:00,Quality/Freshness Issue,160.36,Approved
RET0024410,ORD0254106,P001210,2025-09-02 20:00:04,Wrong Item Delivered,70.79,Approved
RET0024411,ORD0254107,P000855,2025-09-02 20:00:32,Expired Product,188.63,Approved
RET0024412,ORD0254111,P001711,2025-09-03 20:02:04,Damaged in Transit,25.25,Approved
RET0024413,ORD0254113,P000111,2025-09-02 20:02:35,Damaged in Transit,119.56,Approved
RET0024414,ORD0254120,P000179,2025-09-02 20:05:22,Quality/Freshness Issue,17.9,Approved
RET0024415,ORD0254129,P001079,2025-09-02 20:09:40,Expired Product,25.96,Approved
RET0024416,ORD0254137,P000029,2025-09-02 20:11:38,Quality/Freshness Issue,317.64,Approved
RET0024417,ORD0254146,P001523,2025-09-03 20:14:39,Damaged in Transit,26.74,Approved
RET0024418,ORD0254158,P000950,2025-09-02 20:20:20,Damaged in Transit,13.75,Approved
RET0024419,ORD0254183,P000815,2025-09-03 20:29:17,Wrong Item Delivered,145.12,Approved
RET0024420,ORD0254187,P001047,2025-09-02 20:30:13,Quality/Freshness Issue,0.0,Pending
RET0024421,ORD0254190,P000122,2025-09-02 20:30:39,Damaged in Transit,0.0,Rejected
RET0024422,ORD0254205,P000037,2025-09-02 20:37:11,Damaged in Transit,17.11,Approved
RET0024423,ORD0254208,P000419,2025-09-02 20:38:02,Wrong Item Delivered,14.42,Approved
RET0024424,ORD0254218,P000491,2025-09-05 20:42:13,Wrong Item Delivered,230.85,Approved
RET0024425,ORD0254243,P001038,2025-09-02 20:49:30,Quality/Freshness Issue,265.35,Approved
RET0024426,ORD0254257,P000736,2025-09-02 20:55:28,Wrong Item Delivered,38.42,Approved
RET0024427,ORD0254258,P000151,2025-09-02 20:55:40,Damaged in Transit,35.29,Approved
RET0024428,ORD0254271,P000682,2025-09-04 20:59:27,Damaged in Transit,0.0,Pending
RET0024429,ORD0254276,P000791,2025-09-02 21:01:19,Quality/Freshness Issue,140.09,Approved
RET0024430,ORD0254278,P000200,2025-09-02 21:02:21,Wrong Item Delivered,270.07,Approved
RET0024431,ORD0254289,P000452,2025-09-02 21:05:40,Expired Product,164.18,Approved
RET0024432,ORD0254295,P001092,2025-09-02 21:08:48,Damaged in Transit,0.0,Rejected
RET0024433,ORD0254298,P000341,2025-09-04 21:09:14,Quality/Freshness Issue,25.22,Approved
RET0024434,ORD0254300,P000348,2025-09-02 21:09:51,Quality/Freshness Issue,29.09,Approved
RET0024435,ORD0254301,P001971,2025-09-02 21:10:15,Damaged in Transit,0.0,Rejected
RET0024436,ORD0254313,P001395,2025-09-02 21:16:55,Expired Product,253.36,Approved
RET0024437,ORD0254321,P001456,2025-09-02 21:19:19,Expired Product,556.28,Approved
RET0024438,ORD0254322,P001909,2025-09-02 21:19:28,Expired Product,49.93,Approved
RET0024439,ORD0254322,P000983,2025-09-03 21:19:28,Damaged in Transit,28.7,Approved
RET0024440,ORD0254325,P000578,2025-09-02 21:20:52,Damaged in Transit,81.04,Approved
RET0024441,ORD0254331,P001704,2025-09-03 21:24:56,Quality/Freshness Issue,596.97,Approved
RET0024442,ORD0254344,P002199,2025-09-02 21:29:03,Expired Product,93.91,Approved
RET0024443,ORD0254348,P001745,2025-09-03 21:31:17,Damaged in Transit,12.62,Approved
RET0024444,ORD0254354,P001674,2025-09-02 21:32:39,Damaged in Transit,46.1,Approved
RET0024445,ORD0254361,P002065,2025-09-02 21:33:53,Damaged in Transit,156.26,Approved
RET0024446,ORD0254382,P000664,2025-09-02 21:41:31,Damaged in Transit,35.97,Approved
RET0024447,ORD0254388,P000820,2025-09-03 21:43:42,Damaged in Transit,78.18,Approved
RET0024448,ORD0254423,P000327,2025-09-02 21:59:46,Quality/Freshness Issue,38.24,Approved
RET0024449,ORD0254432,P000872,2025-09-02 22:05:18,Quality/Freshness Issue,0.0,Pending
RET0024450,ORD0254439,P002055,2025-09-02 22:11:47,Damaged in Transit,24.56,Approved
RET0024451,ORD0254450,P001520,2025-09-02 22:25:19,Wrong Item Delivered,335.71,Approved
RET0024452,ORD0254468,P002255,2025-09-04 22:47:45,Wrong Item Delivered,0.0,Pending
RET0024453,ORD0254470,P001826,2025-09-02 22:49:00,Expired Product,20.64,Approved
RET0024454,ORD0254482,P000327,2025-09-02 23:13:49,Not as Expected,77.08,Approved
RET0024455,ORD0254483,P000108,2025-09-03 23:17:13,Quality/Freshness Issue,67.46,Approved
RET0024456,ORD0254483,P001187,2025-09-02 23:17:13,Quality/Freshness Issue,52.44,Approved
RET0024457,ORD0254485,P000694,2025-09-02 23:18:21,Wrong Item Delivered,465.55,Approved
RET0024458,ORD0254490,P001807,2025-09-03 23:30:25,Damaged in Transit,162.66,Approved
RET0024459,ORD0254494,P001045,2025-09-02 23:39:00,Quality/Freshness Issue,38.89,Approved
RET0024460,ORD0254546,P000494,2025-09-03 07:52:38,Quality/Freshness Issue,43.64,Approved
RET0024461,ORD0254579,P002287,2025-09-03 08:37:02,Damaged in Transit,0.0,Rejected
RET0024462,ORD0254600,P000165,2025-09-03 09:04:21,Expired Product,0.0,Pending
RET0024463,ORD0254630,P002259,2025-09-04 09:25:56,Expired Product,144.37,Approved
RET0024464,ORD0254637,P000923,2025-09-03 09:33:51,Wrong Item Delivered,0.0,Rejected
RET0024465,ORD0254654,P000214,2025-09-03 09:47:12,Expired Product,84.27,Approved
RET0024466,ORD0254660,P000494,2025-09-04 09:51:23,Wrong Item Delivered,31.66,Approved
RET0024467,ORD0254662,P001013,2025-09-03 09:53:08,Damaged in Transit,41.66,Approved
RET0024468,ORD0254662,P001497,2025-09-03 09:53:08,Damaged in Transit,139.42,Approved
RET0024469,ORD0254669,P001005,2025-09-03 10:02:27,Damaged in Transit,59.73,Approved
RET0024470,ORD0254683,P000793,2025-09-03 10:21:48,Damaged in Transit,484.86,Approved
RET0024471,ORD0254693,P000527,2025-09-03 10:25:20,Damaged in Transit,316.9,Approved
RET0024472,ORD0254706,P000470,2025-09-04 10:40:52,Wrong Item Delivered,89.05,Approved
RET0024473,ORD0254714,P000931,2025-09-03 10:52:52,Wrong Item Delivered,53.03,Approved
RET0024474,ORD0254715,P001232,2025-09-03 10:53:35,Quality/Freshness Issue,152.8,Approved
RET0024475,ORD0254719,P001127,2025-09-03 10:56:56,Damaged in Transit,129.18,Approved
RET0024476,ORD0254746,P001521,2025-09-03 11:31:56,Quality/Freshness Issue,231.77,Approved
RET0024477,ORD0254748,P000271,2025-09-04 11:33:51,Damaged in Transit,0.0,Pending
RET0024478,ORD0254751,P001653,2025-09-04 11:39:34,Damaged in Transit,205.3,Approved
RET0024479,ORD0254752,P000598,2025-09-03 11:39:49,Quality/Freshness Issue,45.66,Approved
RET0024480,ORD0254765,P001695,2025-09-03 11:47:16,Quality/Freshness Issue,49.39,Approved
RET0024481,ORD0254769,P001530,2025-09-03 11:51:09,Damaged in Transit,0.0,Rejected
RET0024482,ORD0254785,P002064,2025-09-03 12:03:47,Quality/Freshness Issue,186.47,Approved
RET0024483,ORD0254786,P000380,2025-09-04 12:03:59,Quality/Freshness Issue,0.0,Rejected
