Product_ID,SKU,Product_Name,Brand,Brand_Tier,Category,Sub_Category,Item,Type,Variant,Flavour,Unit,Size,MRP,Selling_Price,Cost_Price,Discount_Percentage,Shelf_Life_Days,Storage_Type,GST_Percentage,Is_Perishable,Product_Status,Average_Rating,Launch_Status
P001984,GAR-FAC-ANT-500-5,Garnier Face Serum Gel Anti-Acne Vitamin C 50.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Vitamin C,ml,50.0,829,741.18,510.51,10.6,730,Ambient,18,False,Available,4.0,Regular
P001985,GAR-FAC-ANT-300-6,Garnier Face Serum Liquid Serum Anti-Acne Hyaluronic Acid 30.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Hyaluronic Acid,ml,30.0,615,526.56,338.66,14.4,730,Ambient,18,False,Available,4.0,Regular
P001986,EGG-EGG-WHI-120,Eggoz Country Eggs White 12.0 pc,Eggoz,Popular,"Dairy, Bread & Eggs",Eggs,Eggs,Country Eggs,White,Not Applicable,pc,12.0,139,124.07,81.07,10.7,21,Refrigerated,0,True,Available,4.5,Regular
P001987,BEV-COF-GOL-500-10,Bevzilla Coffee Powder Filter Gold Hazelnut 50.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Gold,Hazelnut,g,50.0,139,112.95,80.37,18.7,365,Ambient,18,False,Available,4.7,Regular
P001988,DOT-FAC-HYD-300-4,Dot & Key Face Serum Gel Hydrating Hyaluronic Acid 30.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Hyaluronic Acid,ml,30.0,625,458.91,291.15,26.6,730,Ambient,18,False,Available,4.7,Regular
P001989,HAR-DET-FRO-10-7,Harpic Detergent Pods Front Load Lemon 1.0 L,Harpic,Popular,Household Essentials,Cleaning Essentials,Detergent,Pods,Front Load,Lemon,L,1.0,289,266.51,180.53,7.8,730,Ambient,18,False,Available,4.5,New Arrival
P001990,BEN-COL-STA-250-1,Benadryl Cold Relief Syrup Standard Honey 25.0 g,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Syrup,Standard,Honey,g,25.0,49,47.11,33.89,3.8,730,Ambient,12,False,Low Stock,4.5,Regular
P001991,PAT-CHA-SEL-10-2,Patanjali Chakki Atta Besan Select 1.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Besan,Select,Not Applicable,kg,1.0,69,55.5,41.39,19.6,90,Ambient,0,False,Available,4.2,Regular
P001992,MIL-MIL-LAC-5000,Milky Mist Cow Milk Lactose Free Plain 500.0 ml,Milky Mist,Popular,"Dairy, Bread & Eggs",Milk,Milk,Cow Milk,Lactose Free,Plain,ml,500.0,39,29.94,22.51,23.2,2,Refrigerated,0,True,Available,4.3,Seasonal
P001993,LAY-CHI-ROA-1500-10,Lay's Chips Nachos Roasted Cheese 150.0 g,Lay's,Popular,Snacks,Munchies,Chips,Nachos,Roasted,Cheese,g,150.0,75,74.25,48.58,1.0,180,Ambient,12,False,Available,4.3,Regular
P001994,DOL-PAI-AYU-300,Dolo Pain Reliever Gel Ayurvedic 30.0 g,Dolo,Popular,Pharmacy,Pain Relief,Pain Reliever,Gel,Ayurvedic,Not Applicable,g,30.0,119,96.0,79.58,19.3,730,Ambient,12,False,Available,4.5,Regular
P001995,AMU-FRI-VEG-4000-4,Amul Fries & Bites Nuggets Veg Masala 400.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Veg,Masala,g,400.0,159,107.98,73.46,32.1,180,Frozen,18,True,Available,4.5,Regular
P001996,UNB-TOM-ORG-5000-2,Unbranded Tomato Local Organic 500.0 g,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Local,Organic,Not Applicable,g,500.0,17,16.16,13.13,4.9,4,Ambient,0,True,Available,4.1,New Arrival
P001997,AKS-MIL-TON-10-2,Akshayakalpa Buffalo Milk Toned Plain 1.0 L,Akshayakalpa,Premium,"Dairy, Bread & Eggs",Milk,Milk,Buffalo Milk,Toned,Plain,L,1.0,89,71.56,47.88,19.6,2,Refrigerated,0,True,Available,4.6,Regular
P001998,FAR-ONI-REG-12,Farm Fresh Onion Sambhar Regular 1.2 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Onion,Sambhar,Regular,Not Applicable,kg,1.2,59,55.22,45.09,6.4,4,Ambient,0,True,Available,4.2,Regular
P001999,AKS-MIL-DOU-10-1,Akshayakalpa Buffalo Milk Double Toned Plain 1.0 L,Akshayakalpa,Premium,"Dairy, Bread & Eggs",Milk,Milk,Buffalo Milk,Double Toned,Plain,L,1.0,49,48.77,34.93,0.5,2,Refrigerated,0,True,Available,4.5,Regular
P002000,DRO-PET-ADU-30,Drools Pet Food Treats Adult Ocean Fish 3.0 kg,Drools,Budget,Pet Care,Dog & Cat Food,Pet Food,Treats,Adult,Ocean Fish,kg,3.0,569,482.88,324.63,15.1,540,Ambient,18,False,Available,4.1,Regular
P002001,GAR-FAC-ANT-500-6,Garnier Face Serum Gel Anti-Acne Niacinamide 50.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Niacinamide,ml,50.0,785,655.46,433.8,16.5,730,Ambient,18,False,Available,3.8,Regular
P002002,BRU-COF-DEC-500-11,Bru Coffee Powder Instant Decaf Vanilla 50.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Instant,Decaf,Vanilla,g,50.0,129,105.55,77.07,18.2,365,Ambient,18,False,Available,4.6,Seasonal
P002003,PAT-CHA-SEL-300-1,Patanjali Chakki Atta Multigrain Select 30.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Multigrain,Select,Not Applicable,kg,30.0,2155,2030.85,1524.02,5.8,90,Ambient,0,False,Available,3.9,Regular
P002004,MAM-FAC-HYD-300-6,Mamaearth Face Serum Liquid Serum Hydrating Niacinamide 30.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Niacinamide,ml,30.0,629,583.27,317.17,7.3,730,Ambient,18,False,Available,4.5,Regular
P002005,GAR-FAC-HYD-300-7,Garnier Face Serum Gel Hydrating Salicylic Acid 30.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Salicylic Acid,ml,30.0,779,519.27,321.8,33.3,730,Ambient,18,False,Available,3.9,Regular
P002006,GAR-FAC-ANT-300-7,Garnier Face Serum Gel Anti-Acne Salicylic Acid 30.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Salicylic Acid,ml,30.0,649,558.79,390.2,13.9,730,Ambient,18,False,Available,4.0,Regular
P002007,PRI-CHI-FRI-1500-11,Pringles Potato Chips Fried Tomato 150.0 g,Pringles,Premium,Snacks,Munchies,Chips,Potato Chips,Fried,Tomato,g,150.0,59,53.53,38.13,9.3,180,Ambient,12,False,Available,4.8,Regular
P002008,NES-COF-GOL-500-10,Nescafé Coffee Powder Filter Gold Original 50.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Filter,Gold,Original,g,50.0,115,80.73,62.16,29.8,365,Ambient,18,False,Available,4.5,Regular
P002009,VIM-DET-HAN-10-6,Vim Detergent Liquid Hand Wash Lavender 1.0 kg,Vim,Popular,Household Essentials,Cleaning Essentials,Detergent,Liquid,Hand Wash,Lavender,kg,1.0,239,228.33,158.18,4.5,730,Ambient,18,False,Available,4.4,Regular
P002010,KUR-CHI-BAK-1500-6,Kurkure Chips Extruded Snacks Baked Magic Masala 150.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Extruded Snacks,Baked,Magic Masala,g,150.0,59,58.56,44.14,0.7,180,Ambient,12,False,Available,4.2,Regular
P002011,PUR-PET-SEN-12-2,Purepet Pet Food Treats Senior Liver 1.2 kg,Purepet,Budget,Pet Care,Dog & Cat Food,Pet Food,Treats,Senior,Liver,kg,1.2,339,273.08,216.85,19.4,540,Ambient,18,False,Available,3.9,Regular
P002012,PRI-CHI-FRI-900-8,Pringles Chips Nachos Fried Classic Salted 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Nachos,Fried,Classic Salted,g,90.0,35,33.13,22.18,5.3,180,Ambient,12,False,Available,4.9,Regular
P002013,NES-COF-CLA-1000-11,Nescafé Coffee Powder Instant Classic Original 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Instant,Classic,Original,g,100.0,279,245.47,190.36,12.0,365,Ambient,18,False,Available,4.6,Regular
P002014,AAS-CHA-GLU-12,Aashirvaad Chakki Atta Wheat Gluten Free 1.2 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Wheat,Gluten Free,Not Applicable,kg,1.2,65,43.03,29.44,33.8,90,Ambient,0,False,Available,4.5,Regular
P002015,PAT-CHA-SHA-10-2,Patanjali Chakki Atta Maida Sharbati 1.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Maida,Sharbati,Not Applicable,kg,1.0,75,67.71,52.92,9.7,90,Ambient,0,False,Available,4.3,Regular
P002016,KUR-CHI-ROA-900-7,Kurkure Chips Extruded Snacks Roasted Cheese 90.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Extruded Snacks,Roasted,Cheese,g,90.0,29,23.58,15.84,18.7,180,Ambient,12,False,Available,4.3,Regular
P002017,MCC-FRI-CHI-7500-7,McCain Fries & Bites Cheese Balls Chicken Spicy 750.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,Cheese Balls,Chicken,Spicy,g,750.0,229,196.06,151.01,14.4,180,Frozen,18,True,Low Stock,4.8,Regular
P002018,UNB-BAS-POL-30,Unbranded Basic Wear Socks Polyester 3.0 pack,Unbranded,Budget,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,Socks,Polyester,Not Applicable,pack,3.0,535,418.0,273.63,21.9,3650,Ambient,12,False,Available,4.1,Regular
P002019,ZES-APP-WAX-40-1,Zespri Apple Washington Wax Free 4.0 pc,Zespri,Premium,Fruits & Vegetables,Fresh Fruits,Apple,Washington,Wax Free,Not Applicable,pc,4.0,129,109.44,91.24,15.2,5,Refrigerated,0,True,Available,4.6,Regular
P002020,PAT-CHA-SHA-10-3,Patanjali Chakki Atta Wheat Sharbati 1.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Wheat,Sharbati,Not Applicable,kg,1.0,79,72.12,53.82,8.7,90,Ambient,0,False,Available,4.3,Regular
P002021,HAL-CHI-ROA-300-9,Haldiram's Chips Extruded Snacks Roasted Classic Salted 30.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Roasted,Classic Salted,g,30.0,14,13.15,10.34,6.1,180,Ambient,12,False,Available,4.4,Regular
P002022,FAR-APP-REG-20,Farm Fresh Apple Royal Gala Regular 2.0 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Fruits,Apple,Royal Gala,Regular,Not Applicable,kg,2.0,495,420.32,317.56,15.1,5,Refrigerated,0,True,Available,4.2,Regular
P002023,MCC-FRI-CHI-4000-8,McCain Fries & Bites Aloo Tikki Chicken Classic 400.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,Aloo Tikki,Chicken,Classic,g,400.0,159,147.71,96.86,7.1,180,Frozen,18,True,Available,4.5,Regular
P002024,HAL-CHI-ROA-1500-8,Haldiram's Corn Chips Roasted Tomato 150.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Corn Chips,Roasted,Tomato,g,150.0,75,70.09,55.39,6.5,180,Ambient,12,False,Low Stock,4.6,Regular
P002025,BEV-COF-CLA-500-9,Bevzilla Coffee Powder Filter Classic Original 50.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Classic,Original,g,50.0,125,123.57,85.86,1.1,365,Ambient,18,False,Available,4.8,Regular
P002026,MAM-DIA-PRE-720-1,MamyPoko Diapers Taped Premium Care 72.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Premium Care,Not Applicable,pack,72.0,1115,1066.17,850.4,4.4,1095,Ambient,12,False,Available,4.6,Regular
P002027,LAY-CHI-ROA-900-6,Lay's Chips Extruded Snacks Roasted Classic Salted 90.0 g,Lay's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Roasted,Classic Salted,g,90.0,45,36.46,28.92,19.0,180,Ambient,12,False,Available,4.5,Regular
P002028,NIV-FAC-BRI-300-6,Nivea Face Serum Liquid Serum Brightening Hyaluronic Acid 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Hyaluronic Acid,ml,30.0,469,374.55,223.34,20.1,730,Ambient,18,False,Available,4.3,Regular
P002029,UNB-CHI-ANT-2500,Unbranded Chicken Curry Cut Antibiotic Free 250.0 g,Unbranded,Budget,Meat & Fish,Chicken,Chicken,Curry Cut,Antibiotic Free,Not Applicable,g,250.0,109,103.34,73.43,5.2,3,Refrigerated,5,True,Available,3.9,Regular
P002030,MAM-FAC-ANT-500-6,Mamaearth Face Serum Gel Anti-Acne Hyaluronic Acid 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Hyaluronic Acid,ml,50.0,895,837.13,482.6,6.5,730,Ambient,18,False,Available,4.5,Regular
P002031,LIZ-DET-HAN-10-8,Lizol Detergent Powder Hand Wash Lemon 1.0 L,Lizol,Popular,Household Essentials,Cleaning Essentials,Detergent,Powder,Hand Wash,Lemon,L,1.0,249,234.38,169.27,5.9,730,Ambient,18,False,Available,4.3,Regular
P002032,EVE-BAT-9V-20-1,Eveready Batteries Alkaline 9V 2.0 pack,Eveready,Budget,Household Essentials,Electronics,Batteries,Alkaline,9V,Not Applicable,pack,2.0,79,65.82,49.05,16.7,3650,Ambient,18,False,Available,4.3,Regular
P002033,BRU-COF-CLA-1000-10,Bru Coffee Powder Roast & Ground Classic Hazelnut 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Hazelnut,g,100.0,305,304.54,234.31,0.1,365,Ambient,18,False,Available,4.4,Regular
P002034,JOC-BAS-COT-30,Jockey Basic Wear Socks Cotton 3.0 pack,Jockey,Premium,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,Socks,Cotton,Not Applicable,pack,3.0,449,302.53,213.8,32.6,3650,Ambient,12,False,Available,4.5,Regular
P002035,KUR-CHI-BAK-1500-7,Kurkure Chips Nachos Baked Magic Masala 150.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Nachos,Baked,Magic Masala,g,150.0,49,46.48,33.9,5.1,180,Ambient,12,False,Available,4.5,Regular
P002036,BRU-COF-CLA-1000-11,Bru Coffee Powder Roast & Ground Classic Original 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Original,g,100.0,179,175.35,126.09,2.0,365,Ambient,18,False,Available,4.5,Regular
P002037,MAM-FAC-HYD-300-7,Mamaearth Face Serum Gel Hydrating Vitamin C 30.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Vitamin C,ml,30.0,689,683.15,464.53,0.8,730,Ambient,18,False,Low Stock,4.3,Seasonal
P002038,BEV-COF-DEC-1000-7,Bevzilla Coffee Powder Roast & Ground Decaf Original 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Roast & Ground,Decaf,Original,g,100.0,195,181.16,143.13,7.1,365,Ambient,18,False,Low Stock,4.9,Regular
P002039,HAL-CHI-ROA-1500-9,Haldiram's Potato Chips Roasted Tomato 150.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Potato Chips,Roasted,Tomato,g,150.0,79,73.41,48.84,7.1,180,Ambient,12,False,Available,4.4,Regular
P002040,HAL-CHI-BAK-1500-9,Haldiram's Potato Chips Baked Cream & Onion 150.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Cream & Onion,g,150.0,109,73.97,59.17,32.1,180,Ambient,12,False,Available,4.4,Regular
P002041,VIC-COL-STA-1000,Vicks Cold Relief Syrup Standard Tulsi 100.0 ml,Vicks,Popular,Pharmacy,Cold & Flu,Cold Relief,Syrup,Standard,Tulsi,ml,100.0,125,123.39,98.91,1.3,730,Ambient,12,False,Available,4.4,Regular
P002042,ITC-FRI-VEG-4000-9,ITC Master Chef Fries & Bites Nuggets Veg Masala 400.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Veg,Masala,g,400.0,215,150.44,118.18,30.0,180,Frozen,18,True,Available,4.4,Regular
P002043,BEN-COL-EXT-250-3,Benadryl Cold Relief Syrup Extra Strong Menthol 25.0 g,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Syrup,Extra Strong,Menthol,g,25.0,75,69.11,57.44,7.9,730,Ambient,12,False,Available,4.4,Regular
P002044,NIV-FAC-HYD-300-4,Nivea Face Serum Gel Hydrating Salicylic Acid 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Salicylic Acid,ml,30.0,719,677.92,385.17,5.7,730,Ambient,18,False,Available,4.5,Regular
P002045,PAT-CHA-SHA-125,Patanjali Chakki Atta Maida Sharbati 12.5 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Maida,Sharbati,Not Applicable,kg,12.5,785,734.67,519.96,6.4,90,Ambient,0,False,Available,3.9,Regular
P002046,ZES-APP-WAX-40-2,Zespri Apple Royal Gala Wax Free 4.0 pc,Zespri,Premium,Fruits & Vegetables,Fresh Fruits,Apple,Royal Gala,Wax Free,Not Applicable,pc,4.0,109,105.02,86.1,3.7,5,Refrigerated,0,True,Available,4.8,New Arrival
P002047,PRI-CHI-BAK-300-9,Pringles Potato Chips Baked Magic Masala 30.0 g,Pringles,Premium,Snacks,Munchies,Chips,Potato Chips,Baked,Magic Masala,g,30.0,15,12.61,9.11,15.9,180,Ambient,12,False,Available,4.9,Regular
P002048,NES-COF-GOL-1000-9,Nescafé Coffee Powder Instant Gold Vanilla 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Instant,Gold,Vanilla,g,100.0,199,180.1,135.22,9.5,365,Ambient,18,False,Available,4.3,Regular
P002049,NIV-FAC-HYD-300-5,Nivea Face Serum Gel Hydrating Hyaluronic Acid 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Hyaluronic Acid,ml,30.0,455,375.99,199.22,17.4,730,Ambient,18,False,Available,4.5,Regular
P002050,FOR-CHA-SHA-125,Fortune Chakki Atta Maida Sharbati 12.5 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Sharbati,Not Applicable,kg,12.5,819,752.17,512.13,8.2,90,Ambient,0,False,Available,4.6,New Arrival
P002051,EGG-EGG-FRE-120-1,Eggoz Table Eggs Free Range 12.0 pc,Eggoz,Popular,"Dairy, Bread & Eggs",Eggs,Eggs,Table Eggs,Free Range,Not Applicable,pc,12.0,85,71.11,47.98,16.3,21,Refrigerated,0,True,Available,4.3,Regular
P002052,BEV-COF-CLA-500-10,Bevzilla Coffee Powder Roast & Ground Classic Hazelnut 50.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Hazelnut,g,50.0,109,108.94,79.3,0.1,365,Ambient,18,False,Available,4.8,Regular
P002053,HAL-CHI-ROA-1500-10,Haldiram's Chips Extruded Snacks Roasted Cream & Onion 150.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Roasted,Cream & Onion,g,150.0,59,47.97,31.39,18.7,180,Ambient,12,False,Available,4.4,Regular
P002054,BAK-BRE-FRU-4000-1,Baker's Loaf Bread Loaf Whole Wheat Fruit 400.0 g,Baker's Loaf,Popular,"Dairy, Bread & Eggs",Bread,Bread Loaf,Whole Wheat,Fruit,Not Applicable,g,400.0,65,55.55,42.25,14.5,5,Ambient,0,False,Available,4.4,Regular
P002055,MOD-BRE-SAN-2000-2,Modern Bread Loaf Multigrain Sandwich 200.0 g,Modern,Popular,"Dairy, Bread & Eggs",Bread,Bread Loaf,Multigrain,Sandwich,Not Applicable,g,200.0,29,26.6,19.23,8.3,5,Ambient,0,False,Available,4.3,Regular
P002056,BEV-COF-CLA-1000-11,Bevzilla Coffee Powder Filter Classic Original 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Classic,Original,g,100.0,349,328.3,245.85,5.9,365,Ambient,18,False,Available,4.8,Seasonal
P002057,DOT-FAC-HYD-500-7,Dot & Key Face Serum Liquid Serum Hydrating Salicylic Acid 50.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Salicylic Acid,ml,50.0,909,888.26,604.64,2.3,730,Ambient,18,False,Available,4.8,Regular
P002058,DRO-PET-WEI-12,Drools Pet Food Biscuits Weight Management Ocean Fish 1.2 kg,Drools,Budget,Pet Care,Dog & Cat Food,Pet Food,Biscuits,Weight Management,Ocean Fish,kg,1.2,395,345.12,235.62,12.6,540,Ambient,18,False,Available,4.0,Regular
P002059,BEN-COL-NON-1000-1,Benadryl Cold Relief Syrup Non-Drowsy Tulsi 100.0 ml,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Syrup,Non-Drowsy,Tulsi,ml,100.0,89,82.13,68.65,7.7,730,Ambient,12,False,Available,4.6,Regular
P002060,BIN-CHI-FRI-300-8,Bingo Chips Nachos Fried Classic Salted 30.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Fried,Classic Salted,g,30.0,18,17.89,12.4,0.6,180,Ambient,12,False,Available,3.9,Regular
P002061,KUR-CHI-ROA-900-8,Kurkure Corn Chips Roasted Cheese 90.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Corn Chips,Roasted,Cheese,g,90.0,35,29.92,21.45,14.5,180,Ambient,12,False,Available,4.6,Regular
P002062,BRU-COF-GOL-150-1,Bru Coffee Powder Instant Gold Hazelnut 150 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Instant,Gold,Hazelnut,g,150.0,439,287.21,221.9,34.6,365,Ambient,18,False,Available,4.5,Regular
P002063,BEN-COL-STA-250-2,Benadryl Cold Relief Vaporub Standard Ginger 25.0 g,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Vaporub,Standard,Ginger,g,25.0,75,63.67,52.77,15.1,730,Ambient,12,False,Available,4.5,Regular
P002064,HAR-DET-HAN-10-4,Harpic Detergent Pods Hand Wash Lemon 1.0 L,Harpic,Popular,Household Essentials,Cleaning Essentials,Detergent,Pods,Hand Wash,Lemon,L,1.0,309,305.93,210.57,1.0,730,Ambient,18,False,Available,4.4,Regular
P002065,AMU-FRI-VEG-4000-5,Amul Fries & Bites Cheese Balls Veg Spicy 400.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Cheese Balls,Veg,Spicy,g,400.0,199,167.9,120.96,15.6,180,Frozen,18,True,Low Stock,4.2,Regular
P002066,AMU-FRI-VEG-7500-9,Amul Fries & Bites Cheese Balls Veg Classic 750.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Cheese Balls,Veg,Classic,g,750.0,305,296.77,206.54,2.7,180,Frozen,18,True,Available,4.6,Regular
P002067,BEN-COL-STA-1000-7,Benadryl Cold Relief Vaporub Standard Honey 100.0 ml,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Vaporub,Standard,Honey,ml,100.0,95,89.5,66.94,5.8,730,Ambient,12,False,Available,4.5,Regular
P002068,PAM-DIA-PRE-300-1,Pampers Diapers Taped Premium Care 30.0 pack,Pampers,Premium,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Premium Care,Not Applicable,pack,30.0,519,487.18,321.73,6.1,1095,Ambient,12,False,Low Stock,4.8,Regular
P002069,FOR-CHA-SEL-10-2,Fortune Chakki Atta Maida Select 1.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Select,Not Applicable,kg,1.0,65,61.9,45.58,4.8,90,Ambient,0,False,Low Stock,4.3,Regular
P002070,LAY-CHI-FRI-900-7,Lay's Chips Extruded Snacks Fried Tomato 90.0 g,Lay's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Fried,Tomato,g,90.0,29,26.14,19.34,9.8,180,Ambient,12,False,Available,4.4,Regular
P002071,BIN-CHI-BAK-300-13,Bingo Chips Nachos Baked Cream & Onion 30.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Baked,Cream & Onion,g,30.0,15,13.93,10.15,7.1,180,Ambient,12,False,Available,4.0,Regular
P002072,BIN-CHI-FRI-300-9,Bingo Potato Chips Fried Tomato 30.0 g,Bingo,Budget,Snacks,Munchies,Chips,Potato Chips,Fried,Tomato,g,30.0,17,15.9,12.54,6.5,180,Ambient,12,False,Available,4.2,Regular
P002073,NIV-FAC-HYD-300-6,Nivea Face Serum Liquid Serum Hydrating Hyaluronic Acid 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Hyaluronic Acid,ml,30.0,665,658.06,364.11,1.0,730,Ambient,18,False,Available,4.4,Regular
P002074,DUR-BAT-BUT-40,Duracell Batteries Rechargeable Button Cell 4.0 pack,Duracell,Premium,Household Essentials,Electronics,Batteries,Rechargeable,Button Cell,Not Applicable,pack,4.0,69,66.39,51.71,3.8,3650,Ambient,18,False,Available,4.7,Regular
P002075,NAT-CHA-GLU-200-1,Nature Fresh Chakki Atta Besan Gluten Free 20.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Gluten Free,Not Applicable,kg,20.0,899,855.3,558.97,4.9,90,Ambient,0,False,Available,4.6,Regular
P002076,BEV-COF-DEC-1000-8,Bevzilla Coffee Powder Filter Decaf Mocha 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Decaf,Mocha,g,100.0,229,202.45,149.24,11.6,365,Ambient,18,False,Available,4.7,Seasonal
P002077,LAY-CHI-FRI-1500-8,Lay's Chips Extruded Snacks Fried Tomato 150.0 g,Lay's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Fried,Tomato,g,150.0,65,56.22,43.07,13.5,180,Ambient,12,False,Available,4.6,Regular
P002078,MCC-FRI-CHI-7500-8,McCain Fries & Bites Aloo Tikki Chicken Spicy 750.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,Aloo Tikki,Chicken,Spicy,g,750.0,239,176.81,122.19,26.0,180,Frozen,18,True,Available,4.7,Regular
P002079,MCC-FRI-VEG-7500-7,McCain Fries & Bites French Fries Veg Spicy 750.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Veg,Spicy,g,750.0,329,309.16,240.72,6.0,180,Frozen,18,True,Available,4.6,Regular
P002080,KUR-CHI-FRI-300-8,Kurkure Chips Extruded Snacks Fried Cheese 30.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Extruded Snacks,Fried,Cheese,g,30.0,13,10.87,7.85,16.4,180,Ambient,12,False,Available,4.4,Regular
P002081,BEV-COF-DEC-1000-9,Bevzilla Coffee Powder Roast & Ground Decaf Hazelnut 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Roast & Ground,Decaf,Hazelnut,g,100.0,305,216.62,165.75,29.0,365,Ambient,18,False,Available,4.7,Regular
