Order_Detail_ID,Order_ID,Product_ID,Quantity,Selling_Price,Item_Discount,Final_Item_Price
OD00008496,ORD0002940,P000145,1,117.11,28.69,88.42
OD00008497,ORD0002941,P001348,1,13.6,1.85,11.75
OD00008498,ORD0002941,P001375,1,196.3,26.74,169.56
OD00008499,ORD0002942,P000814,1,23.82,8.54,15.28
OD00008500,ORD0002942,P000630,1,258.76,92.73,166.02999999999997
OD00008501,ORD0002943,P000521,1,55.59,13.99,41.6
OD00008502,ORD0002943,P000156,1,31.75,7.99,23.76
OD00008503,ORD0002943,P000336,1,18.17,4.57,13.6
OD00008504,ORD0002943,P001394,1,101.9,25.65,76.25
OD00008505,ORD0002943,P000885,2,22.42,11.29,33.550000000000004
OD00008506,ORD0002943,P001054,1,301.78,75.96,225.82
OD00008507,ORD0002944,P000015,1,206.98,25.79,181.19
OD00008508,ORD0002945,P001735,1,375.06,10.4,364.66
OD00008509,ORD0002946,P001307,2,114.0,25.64,202.36
OD00008510,ORD0002946,P002132,1,123.55,13.9,109.65
OD00008511,ORD0002946,P002105,2,56.69,12.75,100.63
OD00008512,ORD0002946,P000128,5,12.89,7.25,57.2
OD00008513,ORD0002946,P000078,2,14.74,3.32,26.16
OD00008514,ORD0002947,P000890,2,34.44,2.71,66.17
OD00008515,ORD0002947,P001819,4,96.77,15.25,371.83
OD00008516,ORD0002947,P001920,1,81.36,3.21,78.15
OD00008517,ORD0002947,P001709,2,10.37,0.82,19.92
OD00008518,ORD0002947,P001631,2,94.88,7.48,182.28
OD00008519,ORD0002948,P001763,2,88.72,65.31,112.13
OD00008520,ORD0002948,P000200,1,154.38,56.82,97.56
OD00008521,ORD0002948,P002100,1,84.84,31.23,53.61
OD00008522,ORD0002948,P002062,1,287.21,105.71,181.5
OD00008523,ORD0002949,P000067,1,171.85,30.63,141.22
OD00008524,ORD0002949,P001798,1,110.01,19.6,90.41
OD00008525,ORD0002949,P000198,1,23.36,4.16,19.2
OD00008526,ORD0002950,P000488,2,166.19,98.67,233.71
OD00008527,ORD0002950,P001316,1,33.64,9.99,23.65
OD00008528,ORD0002950,P002055,1,26.6,7.9,18.700000000000003
OD00008529,ORD0002951,P000523,2,11.87,3.47,20.27
OD00008530,ORD0002951,P000484,1,253.54,37.03,216.51
OD00008531,ORD0002952,P001478,1,475.02,80.47,394.55
OD00008532,ORD0002952,P000720,1,183.02,31.01,152.01000000000002
OD00008533,ORD0002952,P000589,1,239.79,40.62,199.17
OD00008534,ORD0002953,P001189,1,689.31,228.04,461.27
OD00008535,ORD0002954,P002051,1,71.11,25.16,45.95
OD00008536,ORD0002954,P002078,1,176.81,62.57,114.24
OD00008537,ORD0002954,P001359,2,71.6,50.67,92.53
OD00008538,ORD0002955,P001205,1,373.4,54.26,319.14
OD00008539,ORD0002956,P001313,1,174.47,17.0,157.47
OD00008540,ORD0002956,P001968,1,151.1,14.71,136.39
OD00008541,ORD0002956,P002071,2,13.93,2.71,25.15
OD00008542,ORD0002956,P000887,1,14.73,1.43,13.3
OD00008543,ORD0002957,P001422,1,102.53,39.68,62.85
OD00008544,ORD0002957,P000746,1,256.75,99.37,157.38
OD00008545,ORD0002958,P001139,1,97.73,3.18,94.55
OD00008546,ORD0002958,P001691,1,100.93,3.29,97.64
OD00008547,ORD0002958,P000357,1,69.45,2.26,67.19
OD00008548,ORD0002958,P002163,1,265.72,8.65,257.07000000000005
OD00008549,ORD0002958,P001674,1,50.34,1.64,48.7
OD00008550,ORD0002958,P000084,1,27.33,0.89,26.44
OD00008551,ORD0002959,P001421,1,9.63,3.29,6.340000000000001
OD00008552,ORD0002959,P002088,3,43.71,44.81,86.32
OD00008553,ORD0002960,P000368,1,166.03,4.56,161.47
OD00008554,ORD0002961,P001722,1,73.37,17.88,55.49000000000001
OD00008555,ORD0002961,P000636,1,158.87,38.71,120.16
OD00008556,ORD0002962,P002245,4,59.05,47.06,189.14
OD00008557,ORD0002962,P002062,2,287.21,114.46,459.96
OD00008558,ORD0002963,P000068,2,218.79,21.11,416.47
OD00008559,ORD0002963,P002002,1,105.55,5.09,100.46
OD00008560,ORD0002964,P000576,2,271.35,21.72,520.98
OD00008561,ORD0002964,P001527,2,9.84,0.79,18.89
OD00008562,ORD0002964,P001413,2,101.76,8.14,195.38
OD00008563,ORD0002965,P000933,1,78.76,7.92,70.84
OD00008564,ORD0002965,P000924,1,23.55,2.37,21.18
OD00008565,ORD0002965,P001851,1,110.76,11.14,99.62
OD00008566,ORD0002966,P001066,1,224.69,78.37,146.32
OD00008567,ORD0002966,P002275,1,505.68,176.39,329.29
OD00008568,ORD0002967,P001279,3,35.91,29.63,78.1
OD00008569,ORD0002967,P000830,1,60.53,16.65,43.88
OD00008570,ORD0002967,P000226,1,41.66,11.46,30.2
OD00008571,ORD0002967,P000451,1,225.83,62.12,163.71
OD00008572,ORD0002968,P001083,3,96.04,77.77,210.35
OD00008573,ORD0002968,P001413,2,101.76,54.93,148.59
OD00008574,ORD0002968,P000763,1,25.62,6.91,18.71
OD00008575,ORD0002969,P001923,1,23.49,5.01,18.48
OD00008576,ORD0002969,P000488,2,166.19,70.92,261.46
OD00008577,ORD0002970,P001823,1,161.67,32.65,129.01999999999998
OD00008578,ORD0002971,P001512,3,54.84,33.88,130.64
OD00008579,ORD0002971,P002143,1,665.38,137.01,528.37
OD00008580,ORD0002972,P000574,2,111.89,8.93,214.85
OD00008581,ORD0002972,P001849,1,189.02,7.54,181.48
OD00008582,ORD0002972,P000249,1,35.26,1.41,33.85
OD00008583,ORD0002972,P000521,1,55.59,2.22,53.370000000000005
OD00008584,ORD0002972,P000665,1,57.5,2.29,55.21
OD00008585,ORD0002973,P000979,1,255.58,71.63,183.95
OD00008586,ORD0002973,P000352,2,34.92,19.58,50.260000000000005
OD00008587,ORD0002973,P002069,1,61.9,17.35,44.55
OD00008588,ORD0002973,P001508,2,11.84,6.64,17.04
OD00008589,ORD0002974,P002039,2,73.41,46.29,100.53
OD00008590,ORD0002974,P002131,1,140.8,44.4,96.4
OD00008591,ORD0002975,P001941,1,25.45,4.81,20.64
OD00008592,ORD0002975,P001173,2,191.51,72.35,310.67
OD00008593,ORD0002976,P000481,1,113.87,43.08,70.79
OD00008594,ORD0002976,P002305,1,59.46,22.5,36.96
OD00008595,ORD0002976,P001608,1,51.31,19.42,31.89
OD00008596,ORD0002976,P000942,1,32.92,12.46,20.46
OD00008597,ORD0002977,P000096,2,133.26,27.88,238.64
OD00008598,ORD0002977,P000665,1,57.5,6.01,51.49
OD00008599,ORD0002977,P001703,1,35.31,3.69,31.62
OD00008600,ORD0002978,P001249,1,261.22,102.32,158.90000000000003
OD00008601,ORD0002979,P001284,2,38.1,28.99,47.21000000000001
OD00008602,ORD0002979,P001184,1,129.74,49.37,80.37
OD00008603,ORD0002980,P001356,1,19.9,5.83,14.07
OD00008604,ORD0002980,P000432,1,41.17,12.05,29.12
OD00008605,ORD0002980,P001061,1,285.79,83.68,202.11
OD00008606,ORD0002981,P000507,1,80.27,21.23,59.04
OD00008607,ORD0002981,P001516,5,12.13,16.03,44.620000000000005
OD00008608,ORD0002981,P001881,1,55.24,14.6,40.64
OD00008609,ORD0002981,P002053,1,47.97,12.68,35.29
OD00008610,ORD0002981,P000282,1,37.05,9.8,27.25
OD00008611,ORD0002981,P002101,1,14.57,3.85,10.72
OD00008612,ORD0002982,P001722,2,73.37,39.05,107.69
OD00008613,ORD0002982,P001067,1,202.98,54.01,148.97
OD00008614,ORD0002982,P001847,2,112.69,59.97,165.41
OD00008615,ORD0002982,P000719,1,264.73,70.45,194.28000000000003
OD00008616,ORD0002983,P000849,1,34.74,12.8,21.94
OD00008617,ORD0002983,P000433,1,37.77,13.91,23.860000000000003
OD00008618,ORD0002983,P000359,4,108.86,160.41,275.03
OD00008619,ORD0002984,P000508,2,112.43,72.57,152.29
OD00008620,ORD0002984,P000273,2,78.47,50.64,106.3
OD00008621,ORD0002984,P000909,2,41.22,26.6,55.84
OD00008622,ORD0002984,P002156,2,38.4,24.78,52.02
OD00008623,ORD0002984,P000496,2,36.73,23.71,49.74999999999999
OD00008624,ORD0002985,P000938,2,137.76,33.96,241.56
OD00008625,ORD0002985,P000476,1,140.45,17.31,123.14
OD00008626,ORD0002986,P001330,2,112.02,30.65,193.39
OD00008627,ORD0002986,P001986,1,124.07,16.98,107.09
OD00008628,ORD0002986,P001678,1,26.35,3.61,22.74
OD00008629,ORD0002986,P000503,1,25.84,3.54,22.3
OD00008630,ORD0002987,P002219,4,76.93,107.96,199.76000000000005
OD00008631,ORD0002987,P000673,2,91.5,64.21,118.79
OD00008632,ORD0002988,P001752,2,125.14,35.3,214.98
OD00008633,ORD0002988,P000227,1,18.23,2.57,15.66
OD00008634,ORD0002988,P001311,2,77.31,21.81,132.81
OD00008635,ORD0002989,P000348,1,29.35,9.68,19.67
OD00008636,ORD0002989,P001762,1,189.9,62.61,127.29
OD00008637,ORD0002989,P000180,3,41.7,41.24,83.86000000000001
OD00008638,ORD0002990,P000998,1,704.11,35.74,668.37
OD00008639,ORD0002990,P000584,3,76.93,11.71,219.08
OD00008640,ORD0002990,P002088,4,43.71,8.87,165.97
OD00008641,ORD0002990,P001722,1,73.37,3.72,69.65
OD00008642,ORD0002990,P001678,1,26.35,1.34,25.01
OD00008643,ORD0002991,P000989,1,174.81,54.86,119.95
OD00008644,ORD0002991,P001468,3,15.46,14.55,31.83
OD00008645,ORD0002991,P002071,2,13.93,8.74,19.12
OD00008646,ORD0002992,P000485,4,115.32,0.04,461.24
OD00008647,ORD0002993,P001764,1,34.28,13.09,21.19
OD00008648,ORD0002993,P001170,1,622.69,237.75,384.94000000000005
OD00008649,ORD0002994,P001253,2,260.87,122.82,398.92
OD00008650,ORD0002995,P002290,1,27.67,8.08,19.590000000000003
OD00008651,ORD0002995,P000263,1,155.08,45.27,109.81
OD00008652,ORD0002996,P000467,1,81.3,9.59,71.71
OD00008653,ORD0002996,P001465,1,118.28,13.96,104.32
OD00008654,ORD0002997,P001275,2,93.33,41.67,144.99
OD00008655,ORD0002997,P001572,1,293.74,65.57,228.17
OD00008656,ORD0002998,P000973,1,72.39,16.31,56.08
OD00008657,ORD0002998,P001465,2,118.28,53.28,183.28
OD00008658,ORD0002999,P000031,2,95.77,7.59,183.95
OD00008659,ORD0002999,P000885,1,22.42,0.89,21.53
OD00008660,ORD0003000,P001288,1,107.47,33.52,73.94999999999999
OD00008661,ORD0003000,P000980,1,22.11,6.9,15.21
OD00008662,ORD0003000,P000269,1,27.27,8.51,18.76
OD00008663,ORD0003000,P001951,3,95.32,89.19,196.77
OD00008664,ORD0003000,P001693,1,88.15,27.49,60.66000000000001
OD00008665,ORD0003000,P000200,1,154.38,48.15,106.23
OD00008666,ORD0003000,P001012,2,341.22,212.85,469.59
OD00008667,ORD0003001,P001951,2,95.32,18.73,171.91
OD00008668,ORD0003001,P001520,1,417.45,41.02,376.43
OD00008669,ORD0003002,P000832,2,120.53,77.34,163.72
OD00008670,ORD0003003,P000159,1,485.98,13.37,472.61
OD00008671,ORD0003004,P000363,2,380.21,299.25,461.17
OD00008672,ORD0003005,P001183,2,327.53,253.04,402.02
OD00008673,ORD0003006,P000302,1,10.64,2.77,7.870000000000001
OD00008674,ORD0003006,P000932,1,135.01,35.13,99.88
OD00008675,ORD0003006,P000358,3,164.89,128.73,365.94
OD00008676,ORD0003007,P001487,1,214.5,6.83,207.67
OD00008677,ORD0003008,P000072,1,59.91,17.32,42.59
OD00008678,ORD0003008,P001302,2,176.4,102.01,250.79
OD00008679,ORD0003009,P000352,3,34.92,17.65,87.11000000000001
OD00008680,ORD0003009,P002302,3,14.66,7.41,36.57000000000001
OD00008681,ORD0003009,P002203,1,16.62,2.8,13.82
OD00008682,ORD0003009,P000452,3,78.18,39.51,195.03000000000003
OD00008683,ORD0003009,P000362,1,98.69,16.62,82.07
OD00008684,ORD0003009,P001676,2,174.55,58.8,290.3
OD00008685,ORD0003010,P001312,2,106.48,63.63,149.33
OD00008686,ORD0003010,P001719,4,37.8,45.18,106.01999999999998
OD00008687,ORD0003010,P001261,3,36.82,33.01,77.45000000000002
OD00008688,ORD0003010,P001523,1,26.84,8.02,18.82
OD00008689,ORD0003010,P000351,2,12.41,7.42,17.4
OD00008690,ORD0003011,P000574,3,111.89,81.47,254.2
OD00008691,ORD0003011,P000862,1,660.18,160.24,499.94
OD00008692,ORD0003011,P000717,2,204.46,99.25,309.67
OD00008693,ORD0003012,P000748,2,10.6,8.41,12.79
OD00008694,ORD0003012,P001101,3,32.4,38.58,58.61999999999999
OD00008695,ORD0003012,P000341,1,39.05,15.5,23.55
OD00008696,ORD0003012,P001698,3,16.22,19.31,29.35
OD00008697,ORD0003012,P002097,1,36.02,14.3,21.72
OD00008698,ORD0003012,P000929,1,228.87,90.84,138.03
OD00008699,ORD0003013,P000783,1,37.54,14.16,23.38
OD00008700,ORD0003013,P001417,1,47.34,17.86,29.480000000000004
OD00008701,ORD0003013,P000170,2,57.2,43.16,71.24000000000001
OD00008702,ORD0003013,P002259,1,224.79,84.8,139.99
OD00008703,ORD0003014,P002256,1,228.62,66.79,161.82999999999998
OD00008704,ORD0003015,P000074,3,170.35,111.14,399.91
OD00008705,ORD0003016,P000402,2,72.69,9.34,136.04
OD00008706,ORD0003016,P000927,5,26.92,8.64,125.96000000000002
OD00008707,ORD0003016,P001341,1,93.05,5.97,87.08
OD00008708,ORD0003016,P001997,1,71.56,4.59,66.97
OD00008709,ORD0003016,P001461,1,34.97,2.25,32.72
OD00008710,ORD0003017,P001452,2,94.02,25.07,162.97
OD00008711,ORD0003017,P001276,3,48.28,19.32,125.52
OD00008712,ORD0003017,P001727,1,95.65,12.76,82.89
OD00008713,ORD0003017,P000376,2,24.72,6.59,42.85
OD00008714,ORD0003017,P002096,2,8.98,2.4,15.56
OD00008715,ORD0003017,P000798,1,12.58,1.68,10.9
OD00008716,ORD0003018,P000599,1,692.16,209.11,483.05
OD00008717,ORD0003018,P001693,4,88.15,106.52,246.08000000000004
OD00008718,ORD0003018,P000135,2,90.09,54.43,125.75
OD00008719,ORD0003018,P001800,1,17.79,5.37,12.419999999999998
OD00008720,ORD0003019,P001740,1,494.57,187.42,307.15
OD00008721,ORD0003019,P001317,1,205.22,77.77,127.45
OD00008722,ORD0003019,P000386,2,56.52,42.84,70.2
OD00008723,ORD0003019,P000508,1,112.43,42.61,69.82000000000001
OD00008724,ORD0003019,P001391,3,25.99,29.55,48.42
OD00008725,ORD0003019,P001383,1,75.19,28.5,46.69
OD00008726,ORD0003019,P000657,1,35.83,13.58,22.25
OD00008727,ORD0003019,P000173,1,25.33,9.6,15.73
OD00008728,ORD0003019,P000841,1,11.89,4.51,7.380000000000001
OD00008729,ORD0003020,P000842,1,1339.78,439.98,899.8
OD00008730,ORD0003021,P002289,1,103.63,29.55,74.08
OD00008731,ORD0003021,P000256,3,36.35,31.09,77.96000000000001
OD00008732,ORD0003021,P001866,2,15.5,8.84,22.16
OD00008733,ORD0003021,P000416,1,28.45,8.11,20.34
OD00008734,ORD0003021,P000566,3,14.91,12.75,31.980000000000004
OD00008735,ORD0003021,P001625,1,920.97,262.57,658.4000000000001
OD00008736,ORD0003022,P000037,1,27.44,4.15,23.29
OD00008737,ORD0003022,P000109,2,57.96,17.53,98.39
OD00008738,ORD0003022,P000399,1,127.88,19.33,108.55
OD00008739,ORD0003023,P001117,2,157.3,118.42,196.18
OD00008740,ORD0003023,P001528,2,121.63,91.57,151.69
OD00008741,ORD0003024,P000746,1,256.75,63.17,193.58
OD00008742,ORD0003024,P000309,1,234.35,57.65,176.7
OD00008743,ORD0003025,P000133,2,49.91,16.3,83.52
OD00008744,ORD0003026,P000714,3,24.25,0.56,72.19
OD00008745,ORD0003026,P000260,1,33.83,0.26,33.57
OD00008746,ORD0003026,P000452,2,78.18,1.21,155.15
OD00008747,ORD0003026,P001244,1,28.47,0.22,28.25
OD00008748,ORD0003026,P002160,1,75.66,0.59,75.07
OD00008749,ORD0003027,P000498,2,185.73,10.7,360.76
OD00008750,ORD0003027,P001125,1,81.57,2.35,79.22
OD00008751,ORD0003027,P002188,1,234.61,6.76,227.85
OD00008752,ORD0003028,P000463,3,31.28,34.77,59.07
OD00008753,ORD0003028,P002304,1,105.42,39.06,66.36
OD00008754,ORD0003029,P000420,1,88.09,20.68,67.41
OD00008755,ORD0003029,P000630,1,258.76,60.76,198.0
OD00008756,ORD0003030,P001414,1,106.78,1.92,104.86
OD00008757,ORD0003030,P000079,1,209.16,3.76,205.4
OD00008758,ORD0003030,P000798,1,12.58,0.23,12.35
OD00008759,ORD0003030,P000397,1,25.56,0.46,25.1
OD00008760,ORD0003031,P000134,2,59.46,16.6,102.32
OD00008761,ORD0003031,P001795,2,35.87,10.02,61.72
OD00008762,ORD0003031,P002076,1,202.45,28.27,174.17999999999998
OD00008763,ORD0003031,P000780,2,16.91,4.72,29.1
OD00008764,ORD0003031,P000917,2,14.83,4.14,25.52
OD00008765,ORD0003031,P001631,1,94.88,13.25,81.63
OD00008766,ORD0003032,P000126,1,273.19,2.76,270.43
OD00008767,ORD0003032,P001671,1,48.0,0.48,47.52
OD00008768,ORD0003033,P000134,1,59.46,20.01,39.45
OD00008769,ORD0003033,P001664,2,10.66,7.17,14.15
OD00008770,ORD0003033,P001937,1,58.81,19.79,39.02
OD00008771,ORD0003033,P000513,2,77.34,52.04,102.64
OD00008772,ORD0003034,P001426,2,273.67,113.46,433.88000000000005
OD00008773,ORD0003035,P000586,1,11.47,0.79,10.68
OD00008774,ORD0003035,P001257,1,208.35,14.41,193.94
OD00008775,ORD0003036,P000105,1,198.95,71.99,126.96
OD00008776,ORD0003036,P000203,2,108.8,78.74,138.86
OD00008777,ORD0003037,P000724,1,31.8,7.63,24.17
OD00008778,ORD0003037,P002052,1,108.94,26.12,82.82
OD00008779,ORD0003037,P000263,1,155.08,37.19,117.89
OD00008780,ORD0003038,P001339,1,25.13,6.62,18.51
OD00008781,ORD0003038,P001417,1,47.34,12.47,34.870000000000005
OD00008782,ORD0003038,P001227,1,33.39,8.8,24.59
OD00008783,ORD0003038,P000082,1,153.12,40.34,112.78
OD00008784,ORD0003038,P002186,1,274.4,72.3,202.1
OD00008785,ORD0003039,P002106,2,229.38,87.36,371.4
OD00008786,ORD0003039,P001629,1,320.73,61.08,259.65000000000003
OD00008787,ORD0003039,P001268,3,23.96,13.69,58.19
OD00008788,ORD0003039,P000665,1,57.5,10.95,46.55
OD00008789,ORD0003039,P002189,1,56.28,10.72,45.56
OD00008790,ORD0003039,P001678,2,26.35,10.04,42.66
OD00008791,ORD0003040,P000186,1,42.44,16.83,25.61
OD00008792,ORD0003040,P000645,1,558.84,221.68,337.16
OD00008793,ORD0003041,P000967,1,833.17,85.8,747.37
OD00008794,ORD0003042,P001900,2,186.85,66.71,306.99
OD00008795,ORD0003042,P000816,1,131.34,23.44,107.9
OD00008796,ORD0003043,P001071,2,73.4,56.46,90.34
OD00008797,ORD0003043,P000435,1,257.36,98.98,158.38
OD00008798,ORD0003044,P002226,1,24.51,2.74,21.770000000000003
OD00008799,ORD0003044,P001906,5,36.23,20.23,160.92
OD00008800,ORD0003044,P001045,3,40.61,13.6,108.23
OD00008801,ORD0003045,P001849,1,189.02,27.85,161.17
OD00008802,ORD0003045,P000947,1,49.8,7.34,42.46
OD00008803,ORD0003045,P001226,1,26.77,3.95,22.82
OD00008804,ORD0003046,P001644,1,29.68,5.05,24.63
OD00008805,ORD0003046,P000410,1,126.13,21.47,104.66
OD00008806,ORD0003047,P000512,3,80.45,96.3,145.05
OD00008807,ORD0003047,P000089,2,81.83,65.31,98.35
OD00008808,ORD0003047,P001113,1,20.44,8.16,12.28
OD00008809,ORD0003048,P001940,2,220.56,122.23,318.89
OD00008810,ORD0003049,P001915,1,419.1,72.28,346.82
OD00008811,ORD0003049,P001161,2,72.63,25.05,120.21
OD00008812,ORD0003049,P002077,2,56.22,19.39,93.05
OD00008813,ORD0003049,P002226,4,24.51,16.9,81.14000000000001
OD00008814,ORD0003049,P000022,2,45.27,15.61,74.93
OD00008815,ORD0003049,P002314,4,17.13,11.81,56.71
OD00008816,ORD0003049,P000903,1,66.6,11.48,55.11999999999999
OD00008817,ORD0003049,P000734,3,14.66,7.58,36.400000000000006
OD00008818,ORD0003049,P000120,2,10.21,3.52,16.900000000000002
OD00008819,ORD0003050,P001288,1,107.47,23.07,84.4
OD00008820,ORD0003050,P001314,2,35.98,15.45,56.50999999999999
OD00008821,ORD0003050,P001412,5,63.56,68.22,249.58
OD00008822,ORD0003050,P002056,1,328.3,70.47,257.83000000000004
OD00008823,ORD0003051,P000782,4,232.59,342.41,587.95
OD00008824,ORD0003052,P001269,1,53.92,11.13,42.79
OD00008825,ORD0003052,P002059,1,82.13,16.95,65.17999999999999
OD00008826,ORD0003052,P001186,1,220.02,45.41,174.61
OD00008827,ORD0003053,P001794,2,146.5,75.42,217.58
OD00008828,ORD0003053,P000898,1,282.83,72.81,210.02
OD00008829,ORD0003053,P002051,1,71.11,18.31,52.8
OD00008830,ORD0003054,P001116,1,183.26,68.85,114.41
OD00008831,ORD0003054,P000432,4,41.17,61.88,102.8
OD00008832,ORD0003054,P001380,1,49.79,18.71,31.08
OD00008833,ORD0003055,P001752,2,125.14,30.42,219.86
OD00008834,ORD0003056,P000871,1,111.44,39.2,72.24
OD00008835,ORD0003056,P000708,1,80.43,28.29,52.14000000000001
OD00008836,ORD0003057,P001339,1,25.13,8.73,16.4
OD00008837,ORD0003057,P002156,5,38.4,66.68,125.32
OD00008838,ORD0003057,P002146,2,60.76,42.2,79.32
OD00008839,ORD0003057,P002170,1,27.74,9.63,18.11
OD00008840,ORD0003057,P000401,1,239.47,83.16,156.31
OD00008841,ORD0003058,P002223,1,17.24,6.21,11.029999999999998
OD00008842,ORD0003058,P000792,1,62.69,22.58,40.11
OD00008843,ORD0003058,P001637,1,273.94,98.65,175.29
OD00008844,ORD0003058,P000398,2,31.28,22.53,40.03
OD00008845,ORD0003058,P000108,1,34.08,12.27,21.81
OD00008846,ORD0003058,P001556,1,14.89,5.36,9.53
OD00008847,ORD0003058,P000080,2,48.45,34.9,62.00000000000001
OD00008848,ORD0003058,P001745,1,14.53,5.23,9.3
OD00008849,ORD0003058,P001223,3,175.17,189.24,336.27
OD00008850,ORD0003059,P000748,4,10.6,5.29,37.11
OD00008851,ORD0003059,P002088,1,43.71,5.46,38.25
OD00008852,ORD0003059,P001324,1,50.65,6.33,44.32
OD00008853,ORD0003059,P001792,3,26.18,9.81,68.72999999999999
OD00008854,ORD0003059,P000145,1,117.11,14.62,102.49
OD00008855,ORD0003059,P000289,1,64.21,8.02,56.19
OD00008856,ORD0003060,P001583,2,143.23,113.6,172.86
OD00008857,ORD0003060,P001403,1,271.04,107.49,163.55
OD00008858,ORD0003061,P002148,1,54.09,10.55,43.540000000000006
OD00008859,ORD0003061,P000399,2,127.88,49.88,205.88
OD00008860,ORD0003062,P002285,1,141.43,4.14,137.29
OD00008861,ORD0003062,P001567,1,130.56,3.83,126.73
OD00008862,ORD0003062,P000151,1,56.15,1.65,54.5
OD00008863,ORD0003062,P001870,1,15.97,0.47,15.5
OD00008864,ORD0003063,P000605,1,633.51,207.65,425.86
OD00008865,ORD0003063,P001986,1,124.07,40.67,83.39999999999999
OD00008866,ORD0003063,P001060,1,25.83,8.47,17.36
OD00008867,ORD0003064,P000096,3,133.26,125.23,274.55
OD00008868,ORD0003064,P000929,1,228.87,71.7,157.17000000000002
OD00008869,ORD0003064,P000899,1,88.16,27.62,60.53999999999999
OD00008870,ORD0003065,P002269,1,46.24,13.18,33.06
OD00008871,ORD0003065,P000559,2,56.08,31.97,80.19
OD00008872,ORD0003065,P002239,1,67.17,19.15,48.02
OD00008873,ORD0003066,P002133,5,130.47,227.4,424.95
OD00008874,ORD0003066,P001029,2,181.19,126.32,236.06
OD00008875,ORD0003066,P001531,1,112.69,39.28,73.41
OD00008876,ORD0003066,P002203,4,16.62,23.17,43.31
OD00008877,ORD0003066,P000037,2,27.44,19.13,35.75
OD00008878,ORD0003066,P001826,2,27.03,18.84,35.22
OD00008879,ORD0003066,P001210,1,36.08,12.58,23.5
OD00008880,ORD0003066,P002207,1,27.0,9.41,17.59
OD00008881,ORD0003066,P001365,2,12.98,9.05,16.91
OD00008882,ORD0003066,P002190,1,16.51,5.75,10.760000000000002
OD00008883,ORD0003067,P001738,1,736.8,17.13,719.67
OD00008884,ORD0003067,P000042,4,14.78,1.37,57.75
OD00008885,ORD0003068,P000045,2,129.27,66.86,191.68
OD00008886,ORD0003068,P000109,2,57.96,29.98,85.94
OD00008887,ORD0003069,P000665,1,57.5,11.5,46.0
OD00008888,ORD0003069,P000098,1,337.42,67.51,269.91
OD00008889,ORD0003069,P000086,1,47.24,9.45,37.790000000000006
OD00008890,ORD0003069,P000380,1,60.87,12.18,48.69
OD00008891,ORD0003069,P001766,1,241.11,48.24,192.87
OD00008892,ORD0003069,P000699,1,62.43,12.49,49.94
OD00008893,ORD0003069,P000470,2,119.45,47.8,191.1
OD00008894,ORD0003070,P000225,2,315.97,129.03,502.9100000000001
OD00008895,ORD0003070,P002262,1,206.94,42.25,164.69
OD00008896,ORD0003071,P000298,1,452.92,18.95,433.97
OD00008897,ORD0003072,P000601,1,548.62,21.38,527.24
OD00008898,ORD0003072,P000792,2,62.69,4.88,120.5
OD00008899,ORD0003072,P000927,4,26.92,4.19,103.49
OD00008900,ORD0003072,P000919,1,87.17,3.39,83.78
OD00008901,ORD0003072,P000300,4,13.12,2.04,50.44
OD00008902,ORD0003073,P002218,1,87.69,21.47,66.22
OD00008903,ORD0003073,P000415,1,56.28,13.78,42.5
OD00008904,ORD0003073,P001613,2,125.11,61.26,188.96
OD00008905,ORD0003074,P000596,1,463.49,96.64,366.85
OD00008906,ORD0003074,P001732,1,223.19,46.53,176.66
OD00008907,ORD0003075,P000686,7,22.35,24.79,131.66000000000005
OD00008908,ORD0003075,P001909,1,57.15,9.06,48.09
OD00008909,ORD0003076,P001449,1,182.97,30.0,152.97
OD00008910,ORD0003076,P000498,2,185.73,60.9,310.56
OD00008911,ORD0003077,P002056,2,328.3,260.47,396.13
OD00008912,ORD0003078,P002121,2,311.13,185.95,436.31
OD00008913,ORD0003079,P001848,4,42.95,47.71,124.09
OD00008914,ORD0003079,P000725,2,204.83,113.78,295.88
OD00008915,ORD0003080,P001400,2,44.33,30.36,58.3
OD00008916,ORD0003080,P000740,1,53.18,18.21,34.97
OD00008917,ORD0003080,P001640,1,54.74,18.74,36.0
OD00008918,ORD0003080,P000224,1,111.14,38.06,73.08
OD00008919,ORD0003081,P000858,1,36.48,9.75,26.73
OD00008920,ORD0003081,P001085,1,167.59,44.8,122.79
OD00008921,ORD0003082,P001750,1,26.75,10.52,16.23
OD00008922,ORD0003082,P001174,1,49.59,19.51,30.08
OD00008923,ORD0003082,P001576,1,48.39,19.04,29.35
OD00008924,ORD0003082,P001996,3,16.16,19.07,29.410000000000004
OD00008925,ORD0003082,P000860,1,25.69,10.11,15.580000000000002
OD00008926,ORD0003082,P001764,1,34.28,13.49,20.79
OD00008927,ORD0003082,P000465,2,117.81,92.71,142.91000000000005
OD00008928,ORD0003083,P001217,2,121.07,21.21,220.93
OD00008929,ORD0003083,P001577,2,94.02,16.46,171.57999999999998
OD00008930,ORD0003083,P001933,1,124.66,10.91,113.75
OD00008931,ORD0003084,P000747,1,736.68,211.3,525.3799999999999
OD00008932,ORD0003085,P002116,1,38.85,11.6,27.25
OD00008933,ORD0003085,P000268,3,16.51,14.79,34.74
OD00008934,ORD0003085,P000547,1,206.24,61.58,144.66000000000005
OD00008935,ORD0003085,P001414,2,106.78,63.77,149.79
